,Name,Lat,Long,Distance,Category,Company,City
1278,Hardware Société,48.886877,2.344563,1795.0,Dining and Drinking,Netvibes,Paris
1279,Plaq,48.867946,2.348139,343.0,Chocolate Store,Netvibes,Paris
1280,Le 123 Sébastopol,48.867654,2.353038,603.0,Hotel,Netvibes,Paris
1281,Boulangerie Julhès,48.872342,2.354419,574.0,Bakery,Netvibes,Paris
1282,Passage des Panoramas,48.87112,2.341718,366.0,Shopping Mall,Netvibes,Paris
1283,Café de la Paix,48.870772,2.331783,1094.0,French Restaurant,Netvibes,Paris
1284,Paris New York,48.871888,2.353972,539.0,Burger Joint,Netvibes,Paris
1285,Hot Numbers Coffee,52.200068,0.138328,610.0,Café,Moviestorm,Cambridge
1286,Espresso Library,52.203287,0.131619,637.0,Café,Moviestorm,Cambridge
1287,Savino's,52.204402,0.123315,904.0,Café,Moviestorm,Cambridge
1288,Hot Numbers,52.198447,0.122098,601.0,Café,Moviestorm,Cambridge
1289,Aromi,52.204272,0.118779,1095.0,Café,Moviestorm,Cambridge
1290,Bould Brothers Coffee,52.208724,0.118685,1474.0,Coffee Shop,Moviestorm,Cambridge
1291,Tom's Cakes,52.201033,0.134292,482.0,Bakery,Moviestorm,Cambridge
1292,Aromi,52.206638,0.130837,1023.0,Coffee Shop,Moviestorm,Cambridge
1293,Caffè Nero,52.194523,0.136625,528.0,"Cafe, Coffee, and Tea House",Moviestorm,Cambridge
1294,Bould Brothers Coffee,52.200091,0.126931,393.0,Coffee Shop,Moviestorm,Cambridge
1295,Michaelhouse Cafe,52.205969,0.118262,1273.0,Café,Moviestorm,Cambridge
1296,Stir Bakery,52.216066,0.13302,2062.0,Bakery,Moviestorm,Cambridge
1297,Cambridge Cookery School & Cafe,52.18607,0.133383,1254.0,Organization,Moviestorm,Cambridge
1298,Patisserie Valerie,52.206869,0.13126,1035.0,Bakery,Moviestorm,Cambridge
1299,The Garden Cafe,52.194075,0.128181,422.0,Café,Moviestorm,Cambridge
1300,Rubiaceae,52.200503,0.135817,491.0,Coffee Shop,Moviestorm,Cambridge
1301,Relevant Record Cafe,52.197067,0.146472,1085.0,Music Venue,Moviestorm,Cambridge
1302,The Table,52.200194,0.126809,398.0,Coffee Shop,Moviestorm,Cambridge
1303,Charlie's Coffee Company,52.20556,0.133411,921.0,Coffee Shop,Moviestorm,Cambridge
1304,Costa Express,52.189114,0.136955,1010.0,Coffee Shop,Moviestorm,Cambridge
1305,Chill#2,52.194802,0.136892,540.0,Café,Moviestorm,Cambridge
1306,Harriets Cafe Tearooms,52.206634,0.118771,1291.0,Tea Room,Moviestorm,Cambridge
1307,Cafe Blue Sage,52.19762,0.144221,926.0,Café,Moviestorm,Cambridge
1308,Hotel Chocolat,52.204841,0.120898,1025.0,Café,Moviestorm,Cambridge
1309,Bread & Butter,52.21496,0.125553,1974.0,Coffee Shop,Moviestorm,Cambridge
1310,Fitzbillies,52.209608,0.116639,1645.0,Bakery,Moviestorm,Cambridge
1311,Indigo Coffee House,52.204623,0.118164,1158.0,Café,Moviestorm,Cambridge
1312,Caffè Nero,52.204111,0.122762,936.0,"Cafe, Coffee, and Tea House",Moviestorm,Cambridge
1313,Starbucks,52.204183,0.121879,944.0,Coffee Shop,Moviestorm,Cambridge
1314,The Locker Cafe,52.207314,0.12365,1191.0,Coffee Shop,Moviestorm,Cambridge
1315,Patisserie Valerie,52.207893,0.119372,1371.0,Bakery,Moviestorm,Cambridge
1316,Jamaica Blue,52.204566,0.120726,1036.0,Café,Moviestorm,Cambridge
1317,Starbucks,52.201313,0.125282,560.0,Coffee Shop,Moviestorm,Cambridge
1318,Bould Brothers Coffee,52.200021,0.126515,405.0,Coffee Shop,Moviestorm,Cambridge
1319,Trockel Ulmann & Freunde,52.20241,0.119193,950.0,Café,Moviestorm,Cambridge
1320,Caffè Nero,52.204828,0.11792,1198.0,"Cafe, Coffee, and Tea House",Moviestorm,Cambridge
1321,Maison Clement,52.19748,0.128731,116.0,Bakery,Moviestorm,Cambridge
1322,Pizzeria Caffè Sicilia,52.188859,0.13596,1031.0,Café,Moviestorm,Cambridge
1323,Fitzbillies,52.202151,0.118103,987.0,Bakery,Moviestorm,Cambridge
1324,Caffè Nero,52.206061,0.119914,1199.0,"Cafe, Coffee, and Tea House",Moviestorm,Cambridge
1325,Le Patissier,52.208064,0.118272,1452.0,Bakery,Moviestorm,Cambridge
1326,Caffè Nero,52.206622,0.130456,1028.0,"Cafe, Coffee, and Tea House",Moviestorm,Cambridge
1327,Rotana Cafe,52.200697,0.135289,468.0,Café,Moviestorm,Cambridge
1328,Costa Coffee,52.197015,0.129183,104.0,Coffee Shop,Moviestorm,Cambridge
1329,The Copper Kettle,52.204017,0.117785,1154.0,Café,Moviestorm,Cambridge
1330,Black Cat Cafe,52.19807,0.143389,863.0,Café,Moviestorm,Cambridge
1331,Arts Picturehouse,52.202968,0.123718,764.0,Indie Movie Theater,Moviestorm,Cambridge
1332,Costa Coffee,52.205905,0.119336,1205.0,Coffee Shop,Moviestorm,Cambridge
1333,Costa Coffee,52.204021,0.12187,944.0,Coffee Shop,Moviestorm,Cambridge
1334,The Cambridge Blue,52.202409,0.139143,802.0,Pub,Moviestorm,Cambridge
1335,KRISP Fresh Living,33.676303,-117.854685,379.0,Café,Kareo,Irvine
1336,Coffee Nature,33.664702,-117.880575,2375.0,Coffee Shop,Kareo,Irvine
1337,Starbucks,33.671888,-117.84586,1297.0,Coffee Shop,Kareo,Irvine
1338,Oliver Cafe | Lounge,33.684006,-117.854588,932.0,Italian Restaurant,Kareo,Irvine
1339,Panini Kabob Grill - Irvine Park Place,33.673532,-117.845319,1268.0,Café,Kareo,Irvine
1340,Blk Dot Coffee,33.658723,-117.859509,1969.0,Coffee Shop,Kareo,Irvine
1341,Avocado Cafe,33.666164,-117.852345,1260.0,Café,Kareo,Irvine
1342,Starbucks,33.671355,-117.864713,779.0,Coffee Shop,Kareo,Irvine
1343,Starbucks,33.668079,-117.88331,2460.0,Coffee Shop,Kareo,Irvine
1344,Starbucks,33.687,-117.855409,1215.0,Coffee Shop,Kareo,Irvine
1345,Starbucks,33.656845,-117.865555,2265.0,Coffee Shop,Kareo,Irvine
1346,Starbucks,33.68986,-117.877494,2297.0,Coffee Shop,Kareo,Irvine
1347,MJ's Cafe,33.683099,-117.853161,895.0,Café,Kareo,Irvine
1348,Starbucks,33.664021,-117.857045,1382.0,Coffee Shop,Kareo,Irvine
1349,Stereoscope Coffee Company,33.655859,-117.867871,2442.0,Coffee Shop,Kareo,Irvine
1350,Il Fornaio,33.679821,-117.852759,659.0,Restaurant,Kareo,Irvine
1351,Poke Dot,33.687023,-117.855763,1210.0,Poke Restaurant,Kareo,Irvine
1352,Dupont Centre Cafe,33.673909,-117.857616,317.0,Café,Kareo,Irvine
1353,La Tapenade,33.67935,-117.861653,326.0,Café,Kareo,Irvine
1354,Ruth's Chris Steak House,33.671792,-117.845647,1308.0,Steakhouse,Kareo,Irvine
1355,Press & Moka Coffeehouse,33.671207,-117.858353,582.0,Coffee Shop,Kareo,Irvine
1356,Boudin SF,33.680461,-117.838216,1955.0,Bakery,Kareo,Irvine
1357,Van Dyke Coffee Roaster,33.67055,-117.857637,664.0,Coffee Shop,Kareo,Irvine
1358,Moulin,33.657841,-117.866276,2186.0,Café,Kareo,Irvine
1359,Nate's Korner,33.69464,-117.868594,2218.0,Burger Joint,Kareo,Irvine
1360,John Wayne Airport (SNA),33.677773,-117.862195,355.0,Airport,Kareo,Irvine
1361,Shirley's Bagels,33.656807,-117.864566,2257.0,Sandwich Spot,Kareo,Irvine
1362,Lagu Cafe,33.687014,-117.858306,1153.0,Café,Kareo,Irvine
1363,Market Cafe Coffee Bar,33.672381,-117.83958,1818.0,Café,Kareo,Irvine
1364,Subway,33.676373,-117.855746,283.0,Deli,Kareo,Irvine
1365,Momo's Grill & Hookah,33.669677,-117.852821,970.0,Hookah Bar,Kareo,Irvine
1366,Lion & Lamb Coffe,33.684938,-117.872051,1583.0,Coffee Shop,Kareo,Irvine
1367,Cafe 4100,33.662758,-117.86522,1649.0,Café,Kareo,Irvine
1368,Buenas Coffee,33.682326,-117.875402,1701.0,Coffee Shop,Kareo,Irvine
1369,Ayres Hotel & Suites Costa Mesa,33.665477,-117.881858,2465.0,Hotel,Kareo,Irvine
1370,24 Carrots At 4000 Macarthur,33.660183,-117.86172,1833.0,Café,Kareo,Irvine
1371,Tk Burgers,33.679003,-117.885453,2484.0,Burger Joint,Kareo,Irvine
1372,Jan's At Four,33.678196,-117.83797,1955.0,Café,Kareo,Irvine
1373,El Torito,33.679051,-117.859177,285.0,Mexican Restaurant,Kareo,Irvine
1374,Ralphs,33.677087,-117.833079,2362.0,Grocery Store,Kareo,Irvine
1375,FLOE Lounge,33.678315,-117.849841,853.0,Lounge,Kareo,Irvine
1376,Classic Q,33.665057,-117.864336,1369.0,Sports Bar,Kareo,Irvine
1377,Bristol Brew Coffee Bar,33.68307,-117.884455,2508.0,Coffee Shop,Kareo,Irvine
1378,McDonald's,33.685597,-117.856943,1028.0,Burger Joint,Kareo,Irvine
1379,7-Eleven,33.664044,-117.86418,1463.0,Convenience Store,Kareo,Irvine
1380,Andrei's Conscious Cuisine & Cocktails,33.68161,-117.840635,1769.0,French Restaurant,Kareo,Irvine
1381,Taco Bell,33.659557,-117.861294,1889.0,Fast Food Restaurant,Kareo,Irvine
1382,IHOP,33.678397,-117.85952,216.0,American Restaurant,Kareo,Irvine
1383,Wendy's,33.664405,-117.856698,1358.0,Fast Food Restaurant,Kareo,Irvine
1384,Corner Bakery Cafe,33.677261,-117.83181,2476.0,"Cafe, Coffee, and Tea House",Kareo,Irvine
1385,Black Fox Coffee,40.706441,-74.007808,412.0,Café,SecondMarket,New York
1386,La Colombe,40.723953,-73.996497,2480.0,Café,SecondMarket,New York
1387,Laughing Man Coffee & Tea,40.717216,-74.010199,1348.0,Café,SecondMarket,New York
1388,Voyager Espresso,40.708787,-74.00681,611.0,Coffee Shop,SecondMarket,New York
1389,Two Hands,40.719703,-73.996111,2122.0,Café,SecondMarket,New York
1390,Vineapple,40.698431,-73.993005,1844.0,Coffee Shop,SecondMarket,New York
1391,Maman,40.720255,-73.998375,2046.0,Café,SecondMarket,New York
1392,Café Integral,40.720481,-73.995269,2234.0,Café,SecondMarket,New York
1393,Suited,40.7093,-74.00779,593.0,Coffee Shop,SecondMarket,New York
1394,Blue Bottle Coffee,40.706454,-74.011299,189.0,"Cafe, Coffee, and Tea House",SecondMarket,New York
1395,787 Coffee,40.703449,-74.010743,268.0,Coffee Shop,SecondMarket,New York
1396,Little Canal,40.714301,-73.990443,2133.0,Wine Bar,SecondMarket,New York
1397,Usagi NY,40.703882,-73.986848,2188.0,Furniture and Home Store,SecondMarket,New York
1398,Sam A.M.,40.71416,-74.039059,2408.0,Breakfast Spot,SecondMarket,New York
1399,Cafe Patoro,40.707292,-74.002299,916.0,Bakery,SecondMarket,New York
1400,La Colombe Coffee,40.725767,-74.001196,2467.0,Coffee Shop,SecondMarket,New York
1401,Blue Bottle Coffee,40.718402,-74.002302,1690.0,"Cafe, Coffee, and Tea House",SecondMarket,New York
1402,Interlude,40.721035,-74.008605,1786.0,Coffee Shop,SecondMarket,New York
1403,Butler Espresso Nomad,40.703197,-73.992232,1730.0,Café,SecondMarket,New York
1404,Maman,40.723631,-74.008358,2069.0,Bakery,SecondMarket,New York
1405,Harney & Sons,40.721447,-73.99941,2108.0,Tea Room,SecondMarket,New York
1406,Koré Coffee,40.716281,-73.99698,1781.0,Coffee Shop,SecondMarket,New York
1407,Maman,40.688775,-73.993192,2494.0,Bakery,SecondMarket,New York
1408,Hole In The Wall,40.708387,-74.005659,684.0,Coffee Shop,SecondMarket,New York
1409,The Dead Rabbit Grocery & Grog,40.703334,-74.011001,306.0,Cocktail Bar,SecondMarket,New York
1410,Eataly,40.71021,-74.011972,520.0,Italian Restaurant,SecondMarket,New York
1411,Battery Park,40.703465,-74.016846,351.0,Picnic Area,SecondMarket,New York
1412,Two Hands Restaurant & Bar,40.717723,-74.005461,1513.0,Bar,SecondMarket,New York
1413,Fraunces Tavern,40.703377,-74.011395,244.0,Whisky Bar,SecondMarket,New York
1414,Nobu Downtown,40.710866,-74.009685,652.0,Japanese Restaurant,SecondMarket,New York
1415,McNally Jackson,40.706344,-74.00344,793.0,Bookstore,SecondMarket,New York
1416,"Waterfront Plaza, Brookfield Place",40.713915,-74.014564,913.0,Plaza,SecondMarket,New York
1417,Hudson Eats,40.712691,-74.015911,843.0,Food Court,SecondMarket,New York
1418,City Hall Park,40.712668,-74.006876,946.0,Park,SecondMarket,New York
1419,Whole Foods,40.715564,-74.011443,1133.0,Grocery Store,SecondMarket,New York
1420,Doughnut Plant,40.71629,-73.988688,2372.0,Bagel Shop,SecondMarket,New York
1421,Sant Ambroeus,40.713587,-74.014725,913.0,Italian Restaurant,SecondMarket,New York
1422,Brooklyn Heights Promenade,40.697405,-73.997022,1629.0,Playground,SecondMarket,New York
1423,Bubby's,40.719799,-74.008425,1649.0,Bakery,SecondMarket,New York
1424,Brooklyn Bridge Park,40.702953,-73.99327,1422.0,Park,SecondMarket,New York
1425,SoulCycle,40.715564,-74.011443,1193.0,Gym and Studio,SecondMarket,New York
1426,Shake Shack,40.715256,-74.014835,1110.0,Burger Joint,SecondMarket,New York
1427,Brooklyn Bridge,40.706234,-73.99699,1358.0,Monument,SecondMarket,New York
1428,Burrow,40.702748,-73.986935,2223.0,Bakery,SecondMarket,New York
1429,Nish Nush,40.715669,-74.007606,1212.0,Fast Food Restaurant,SecondMarket,New York
1430,Golden Diner,40.712473,-73.994212,1750.0,Diner,SecondMarket,New York
1431,Conrad New York Downtown,40.715069,-74.015744,1096.0,Hotel,SecondMarket,New York
1432,Balthazar,40.722675,-73.998195,2283.0,French Restaurant,SecondMarket,New York
1433,Locanda Verde,40.719919,-74.009957,1633.0,Italian Restaurant,SecondMarket,New York
1434,Marc Forgione,40.716533,-74.009517,1245.0,New American Restaurant,SecondMarket,New York
1435,Little Owl Coffee,39.750431,-104.999685,859.0,Coffee Shop,Stratavia,Denver
1436,Novo Coffee - Glenarm,39.744054,-104.989744,245.0,Coffee Shop,Stratavia,Denver
1437,Crema Coffee House,39.761129,-104.981744,1835.0,Burger Joint,Stratavia,Denver
1438,Fluid Coffee Bar,39.746314,-104.980922,869.0,Coffee Shop,Stratavia,Denver
1439,Thump Coffee,39.737038,-104.972679,1875.0,Coffee Shop,Stratavia,Denver
1440,Huckleberry Roasters at Dairy Block,39.753226,-104.997005,943.0,Dining and Drinking,Stratavia,Denver
1441,Black Eye Coffee,39.764637,-105.003945,2322.0,Café,Stratavia,Denver
1442,Stowaway Kitchen,39.758589,-104.986617,1421.0,Coffee Shop,Stratavia,Denver
1443,The Molecule Effect,39.735485,-104.998874,1374.0,Café,Stratavia,Denver
1444,Port Side,39.757738,-104.986175,1346.0,Café,Stratavia,Denver
1445,Weathervane Cafe,39.743456,-104.966539,2135.0,Coffee Shop,Stratavia,Denver
1446,Afternoon Tea,39.744082,-104.987827,375.0,Coffee Shop,Stratavia,Denver
1447,Tea Cloud,39.747219,-104.992765,180.0,Tea Room,Stratavia,Denver
1448,St Mark's Coffee House,39.743403,-104.963024,2437.0,Café,Stratavia,Denver
1449,Roostercat Coffee House,39.732964,-104.986445,1538.0,Coffee Shop,Stratavia,Denver
1450,Kaffe Landskap,39.754563,-105.00061,1191.0,Café,Stratavia,Denver
1451,Perks Coffee,39.743504,-104.993555,312.0,Coffee Shop,Stratavia,Denver
1452,Amethyst Coffee,39.73414,-104.98777,1402.0,Café,Stratavia,Denver
1453,Blue Sparrow Coffee,39.76422,-104.980945,2180.0,Beer Bar,Stratavia,Denver
1454,Pablo's Coffee,39.737051,-104.980715,1342.0,Coffee Shop,Stratavia,Denver
1455,Coffee at The Point,39.754493,-104.97788,1469.0,Coffee Shop,Stratavia,Denver
1456,Tuscany Coffee,39.743486,-104.985902,528.0,Café,Stratavia,Denver
1457,Blue Sparrow Coffee,39.757769,-105.007914,1912.0,Coffee Shop,Stratavia,Denver
1458,Queen City Collective Coffee,39.757325,-104.974353,1892.0,Coffee Shop,Stratavia,Denver
1459,Whittier Cafe,39.753082,-104.966782,2218.0,Coffee Shop,Stratavia,Denver
1460,Starbucks,39.755328,-105.00956,1815.0,Coffee Shop,Stratavia,Denver
1461,Crema Bodega,39.759528,-104.9846,1565.0,Coffee Shop,Stratavia,Denver
1462,La Colombe Coffee Roasters,39.733299,-104.975922,1951.0,Coffee Shop,Stratavia,Denver
1463,Starbucks,39.753342,-105.00327,1269.0,Coffee Shop,Stratavia,Denver
1464,Starbucks,39.765477,-104.994512,2149.0,Coffee Shop,Stratavia,Denver
1465,Method Roasters,39.762197,-105.01164,2488.0,Coffee Shop,Stratavia,Denver
1466,Just BE Kitchen,39.756087,-105.00917,1877.0,American Restaurant,Stratavia,Denver
1467,Starbucks,39.731098,-104.973562,2258.0,Coffee Shop,Stratavia,Denver
1468,La Loma,39.744863,-104.987741,351.0,American Restaurant,Stratavia,Denver
1469,Snooze,39.755513,-104.989022,1059.0,Bar,Stratavia,Denver
1470,Sam's No. 3 Downtown,39.746204,-104.995555,374.0,Diner,Stratavia,Denver
1471,Hyatt Regency Denver at Colorado Convention Center,39.743477,-104.993635,350.0,Hotel,Stratavia,Denver
1472,Panzano,39.747843,-104.992773,220.0,Italian Restaurant,Stratavia,Denver
1473,Denver Center For The Performing Arts,39.744526,-104.999184,682.0,Performing Arts Venue,Stratavia,Denver
1474,The Brown Palace Hotel and Spa,39.7441,-104.98775,382.0,Hotel,Stratavia,Denver
1475,Ophelia's Electric Soapbox,39.752665,-104.991861,717.0,Music Venue,Stratavia,Denver
1476,Corinne,39.744057,-104.993954,334.0,Dining and Drinking,Stratavia,Denver
1477,Great Divide Brewing Co.,39.753767,-104.988448,840.0,Beer Bar,Stratavia,Denver
1478,Ruth's Chris Steak House,39.744676,-104.993427,272.0,American Restaurant,Stratavia,Denver
1479,Larimer Square,39.747699,-104.999066,682.0,Monument,Stratavia,Denver
1480,5280 Burger Bar,39.74318,-104.990835,334.0,Burger Joint,Stratavia,Denver
1481,D Bar Denver,39.745956,-104.981421,851.0,Lounge,Stratavia,Denver
1482,British Bulldog,39.750162,-104.987083,547.0,Pub,Stratavia,Denver
1483,The Nickel,39.746018,-104.998485,602.0,French Restaurant,Stratavia,Denver
1484,Union Station Tours,39.753154,-105.000152,1096.0,Rail Station,Stratavia,Denver
1485,Kaffabar,50.842972,4.345222,343.0,Bar,Getyoo,Brussels
1486,Mr Falafel,50.844018,4.345402,471.0,Falafel Restaurant,Getyoo,Brussels
1487,La Cantina,50.845305,4.347627,583.0,Brazilian Restaurant,Getyoo,Brussels
1488,Liu Lin,50.841663,4.352161,434.0,Asian Restaurant,Getyoo,Brussels
1489,The Sister Brussels Café,50.847237,4.352598,932.0,Bar,Getyoo,Brussels
1490,Jour de Fête,50.845596,4.346448,625.0,Restaurant,Getyoo,Brussels
1491,Fanny Thai,50.848148,4.347883,916.0,Japanese Restaurant,Getyoo,Brussels
1492,Fin de Siècle,50.848974,4.34723,987.0,African Restaurant,Getyoo,Brussels
1493,Les Petits Oignons,50.839447,4.355237,608.0,Belgian Restaurant,Getyoo,Brussels
1494,Bia Mara,50.848738,4.350591,1012.0,Fish and Chips Shop,Getyoo,Brussels
1495,Hard Rock Cafe (Hard Rock Cafe Brussel),50.846272,4.352987,822.0,Bar,Getyoo,Brussels
1496,Chicago 45,50.851696,4.346633,1292.0,Bar,Getyoo,Brussels
1497,Belga & Co,50.835873,4.363848,1312.0,Coffee Shop,Getyoo,Brussels
1498,La Kasbah,50.849199,4.347379,1027.0,African Restaurant,Getyoo,Brussels
1499,Toukoul,50.852203,4.350917,1403.0,Ethiopian Restaurant,Getyoo,Brussels
1500,Färm,50.852667,4.348247,1420.0,Organic Grocery,Getyoo,Brussels
1501,Ozfair,50.83223,4.342903,870.0,Vegan and Vegetarian Restaurant,Getyoo,Brussels
1502,Chana - Pakora & Falafel,50.830736,4.345811,1028.0,Falafel Restaurant,Getyoo,Brussels
1503,Jat' café,50.840474,4.359951,940.0,Bar,Getyoo,Brussels
1504,BrewDog Brussels,50.846001,4.357183,1010.0,Beer Bar,Getyoo,Brussels
1505,Bab Al Hara,50.843734,4.33552,886.0,Snack Place,Getyoo,Brussels
1506,Gourmets Every Day,50.849176,4.348651,1038.0,Burger Joint,Getyoo,Brussels
1507,MOK Specialty Coffee Roastery & Bar,50.852805,4.341878,1472.0,Coffee Roaster,Getyoo,Brussels
1508,La Fabrique en Ville,50.837597,4.356584,831.0,Café,Getyoo,Brussels
1509,Peck 20,50.834548,4.355248,850.0,Breakfast Spot,Getyoo,Brussels
1510,Pois Chiche,50.840946,4.351428,360.0,Bar,Getyoo,Brussels
1511,Henri,50.852882,4.344933,1446.0,Bistro,Getyoo,Brussels
1512,Caffe Latte,50.839811,4.367491,1472.0,Coffee Shop,Getyoo,Brussels
1513,Hinterland,50.826709,4.354681,1575.0,Coffee Shop,Getyoo,Brussels
1514,EXKi,50.848366,4.349058,949.0,Vegan and Vegetarian Restaurant,Getyoo,Brussels
1515,Le Pain Quotidien,50.849215,4.347414,1025.0,Bakery,Getyoo,Brussels
1516,Dolma,50.828604,4.370522,2094.0,Vegan and Vegetarian Restaurant,Getyoo,Brussels
1517,Yaki Grand Place,50.846503,4.35031,761.0,Thai Restaurant,Getyoo,Brussels
1518,Frites Atelier,50.850047,4.347599,1124.0,Friterie,Getyoo,Brussels
1519,Makisu,50.827143,4.363118,1851.0,Sushi Restaurant,Getyoo,Brussels
1520,Le Pain Quotidien Louise,50.830627,4.361054,1449.0,Bakery,Getyoo,Brussels
1521,Les Filles du Centre,50.849182,4.345824,1021.0,Restaurant,Getyoo,Brussels
1522,CiabattaMania - Coudenberg,50.843231,4.35852,920.0,Sandwich Spot,Getyoo,Brussels
1523,Knees To Chin,50.826483,4.362423,1858.0,Vietnamese Restaurant,Getyoo,Brussels
1524,Tan,50.824286,4.358821,1964.0,Restaurant,Getyoo,Brussels
1525,9 et Voisins,50.848777022493536,4.347412213683128,980.0,Belgian Restaurant,Getyoo,Brussels
1526,EsKape,50.838244,4.372629,1864.0,Vegan and Vegetarian Restaurant,Getyoo,Brussels
1527,Frank,50.849856,4.354552,1233.0,Coffee Shop,Getyoo,Brussels
1528,Karsmakers,50.838244,4.372629,1862.0,Bagel Shop,Getyoo,Brussels
1529,Kokuban,50.823564,4.368465,2403.0,Japanese Restaurant,Getyoo,Brussels
1530,La Piola,50.82401,4.359754,2003.0,Italian Restaurant,Getyoo,Brussels
1531,Exki,50.853073,4.355956,1605.0,Sandwich Spot,Getyoo,Brussels
1532,Sup,50.822207,4.342777,1974.0,Soup Spot,Getyoo,Brussels
1533,Ami,50.827895,4.370567,2158.0,Vegan and Vegetarian Restaurant,Getyoo,Brussels
1534,Green Mango,50.822892,4.367333,2390.0,BBQ Joint,Getyoo,Brussels
1535,Shizen,37.768028,-122.421674,2114.0,Sushi Restaurant,Samasource,San Francisco
1536,Gracias Madre,37.761556,-122.419141,2470.0,Mexican Restaurant,Samasource,San Francisco
1537,Mensho Tokyo,37.786781,-122.414395,1381.0,Ramen Restaurant,Samasource,San Francisco
1538,Whole Foods,37.781301,-122.399735,290.0,Grocery Store,Samasource,San Francisco
1539,Sightglass Coffee,37.776972,-122.408512,629.0,Café,Samasource,San Francisco
1540,Square Pie Guys,37.77953,-122.410096,796.0,Pizzeria,Samasource,San Francisco
1541,Rainbow Grocery,37.769142,-122.415217,1597.0,Grocery Store,Samasource,San Francisco
1542,Chisme Cantina,37.78858,-122.414788,1553.0,Latin American Restaurant,Samasource,San Francisco
1543,Sweetgreen,37.787275,-122.398509,960.0,Salad Restaurant,Samasource,San Francisco
1544,Philz Coffee,37.77528,-122.39343,828.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1545,Asha Tea House,37.788118,-122.403721,1032.0,Bubble Tea Shop,Samasource,San Francisco
1546,SOMA StrEat Food Park,37.769745,-122.412028,1357.0,Street Food Gathering,Samasource,San Francisco
1547,Brick House Cafe,37.779676,-122.395338,585.0,Café,Samasource,San Francisco
1548,Freshroll Vietnamese Rolls & Bowls,37.783994,-122.403406,565.0,Fast Food Restaurant,Samasource,San Francisco
1549,Ted’s Market,37.77286,-122.416154,1437.0,Grocery Store,Samasource,San Francisco
1550,Philz Coffee,37.788756,-122.393219,1324.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1551,Philz Coffee,37.781359,-122.416942,1349.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1552,Réveille Coffee Co,37.773448,-122.391745,1102.0,Café,Samasource,San Francisco
1553,Hinodeya Downtown,37.794693,-122.404467,1757.0,Beer Bar,Samasource,San Francisco
1554,Whole Foods,37.764381,-122.40268,1631.0,Grocery Store,Samasource,San Francisco
1555,Salt & Straw,37.776655,-122.425911,2147.0,Ice Cream Parlor,Samasource,San Francisco
1556,Philz Coffee,37.79179,-122.398847,1425.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1557,Jane on Larkin,37.786448,-122.418318,1670.0,Bakery,Samasource,San Francisco
1558,The Rotunda at Neiman Marcus,37.78731,-122.406182,1010.0,Café,Samasource,San Francisco
1559,Blue Bottle Coffee,37.776304,-122.423238,1902.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1560,Golden Era Vegan Restaurant,37.781213,-122.416719,1345.0,Vegan and Vegetarian Restaurant,Samasource,San Francisco
1561,Mariposa Baking Co.,37.795309,-122.39339,1947.0,Bakery,Samasource,San Francisco
1562,Mendocino Farms,37.792656,-122.402053,1533.0,Dining and Drinking,Samasource,San Francisco
1563,Ferry Building Marketplace,37.795536,-122.393425,1991.0,Seafood Restaurant,Samasource,San Francisco
1564,Barcha,37.791194,-122.398095,1389.0,Mediterranean Restaurant,Samasource,San Francisco
1565,Ritual Coffee Roasters,37.776396,-122.424175,1993.0,Coffee Shop,Samasource,San Francisco
1566,Boba Guys,37.772472,-122.42337,2022.0,Bubble Tea Shop,Samasource,San Francisco
1567,Mission Bowling Club,37.763834,-122.416696,2146.0,Bowling Alley,Samasource,San Francisco
1568,Burma Love,37.769594,-122.422125,2078.0,Burmese Restaurant,Samasource,San Francisco
1569,Stable Cafe,37.763254,-122.4153,2112.0,Café,Samasource,San Francisco
1570,Neighbor Bakehouse,37.759602,-122.388207,2448.0,Bakery,Samasource,San Francisco
1571,Four Barrel Coffee,37.766846,-122.421747,2211.0,Coffee Shop,Samasource,San Francisco
1572,Oasis Grill,37.794425,-122.396851,1778.0,Mediterranean Restaurant,Samasource,San Francisco
1573,Enjoy Vegetarian Restaurant,37.795798,-122.405392,1893.0,Chinese Restaurant,Samasource,San Francisco
1574,SF Kebab,37.767273,-122.39002,1686.0,Kebab Restaurant,Samasource,San Francisco
1575,Fang,37.785827,-122.399929,764.0,Cantonese Restaurant,Samasource,San Francisco
1576,Pancho Villa Taqueria,37.764835,-122.421127,2307.0,Fast Food Restaurant,Samasource,San Francisco
1577,Suppenküche,37.776259,-122.426389,2179.0,German Restaurant,Samasource,San Francisco
1578,Tony's Pizza Napoletana,37.800295,-122.408956,2463.0,Pizzeria,Samasource,San Francisco
1579,Chez Maman,37.777085,-122.423284,1883.0,Burger Joint,Samasource,San Francisco
1580,Arbor,37.777253,-122.422362,1810.0,Restaurant,Samasource,San Francisco
1581,Prospect,37.789841,-122.390989,1532.0,New American Restaurant,Samasource,San Francisco
1582,Whole Foods,37.78998,-122.423402,2256.0,Grocery Store,Samasource,San Francisco
1583,Juice Shop,37.776331,-122.424171,1996.0,Juice Bar,Samasource,San Francisco
1584,Costco,37.770612,-122.410932,1198.0,Food Court,Samasource,San Francisco
