,Name,Lat,Long,Distance,Category,Company,City
607,Tsa,33.67758,-117.862969,409.0,Airport Terminal,Kareo,Irvine
608,TSA Precheck Office,33.678587,-117.862207,415.0,Airport Terminal,Kareo,Irvine
609,Terminal C,33.676894,-117.863241,430.0,Airport Terminal,Kareo,Irvine
610,Terminal A,33.680113,-117.8611,468.0,Airport Terminal,Kareo,Irvine
611,Signature FBO,33.671905,-117.866699,893.0,Airport Terminal,Kareo,Irvine
612,Royal Aviation,33.671753,-117.875102,1604.0,Airport Service,Kareo,Irvine
613,Atlantic Aviation,33.665831,-117.872399,1772.0,Airport Service,Kareo,Irvine
614,Gate 17,33.677169,-117.863104,430.0,Airport,Kareo,Irvine
615,Delta Terminal - John Wayne Airport,33.679282,-117.861652,417.0,Airport Terminal,Kareo,Irvine
616,Ground Transportation Center,33.679216,-117.860451,344.0,Transportation Service,Kareo,Irvine
617,Toscana UCI Shuttle Stop,33.66698,-117.848896,1400.0,Bus Station,Kareo,Irvine
618,Brooklyn Bridge,40.706234,-73.99699,1358.0,Monument,SecondMarket,New York
619,Broadway & Battery X1 Bus Stop,40.704443,-74.013838,119.0,Bus Station,SecondMarket,New York
620,MTA Bus - Broadway & Exchange Al,40.706909,-74.012408,170.0,Bus Station,SecondMarket,New York
621,MTA X10/11/14 Stop,40.705109,-74.01513,214.0,Bus Station,SecondMarket,New York
622,"X12, X17, X19 Bus Stop",40.705159,-74.015262,230.0,Bus Station,SecondMarket,New York
623,X12/X17/X19 MTA Bus to Staten Island,40.705092,-74.01574,231.0,Bus Station,SecondMarket,New York
624,M20 Bus Stop,40.703248,-74.014139,262.0,Bus Stop,SecondMarket,New York
625,Gray Line Bus Tour,40.702877,-74.013906,300.0,Bus Station,SecondMarket,New York
626,Downtown Connection Stop,40.704136,-74.009287,352.0,Bus Station,SecondMarket,New York
627,Downtown Lakeland Bus stop,40.709008,-74.012535,390.0,Bus Stop,SecondMarket,New York
628,M20 Bus Stop,40.708178,-74.017259,492.0,Bus Station,SecondMarket,New York
629,M9/M20 Bus Stop,40.710956,-74.016279,663.0,Bus Station,SecondMarket,New York
630,MTA MaBSTOA Bus - M5 / Express Bus at Fulton Street,40.710914,-74.009905,666.0,Bus Station,SecondMarket,New York
631,"Mta Bm1, Bm2, Bm3, Bm4, M22",40.711717,-74.00614,915.0,Bus Station,SecondMarket,New York
632,Mta X27/X28,40.712968,-74.007761,938.0,Bus Station,SecondMarket,New York
633,MTA B - M20 - Murray St & Northern End Av,40.714463,-74.014236,1040.0,Bus Station,SecondMarket,New York
634,M9 Downtown Connection bus stop,40.715181,-74.011646,1059.0,Bus Station,SecondMarket,New York
635,MTA MaBSTOA Bus M20 /.M22 / Express Bus at Vesey Street / North End Avenue,40.714777,-74.016562,1075.0,Bus Station,SecondMarket,New York
636,MTA Regional Bus Stop: Park Row-City Hall,40.7125,-74.00316,1126.0,Bus Station,SecondMarket,New York
637,Mta - M5 - Church/Chambers,40.715135,-74.00741,1155.0,Bus Station,SecondMarket,New York
638,MTA Bus - M22,40.713954,-73.999245,1483.0,Bus Station,SecondMarket,New York
639,MTA Bus - Madison St & Catherine St,40.711797,-73.997284,1508.0,Travel and Transportation,SecondMarket,New York
640,E Broadway/Catherine St,40.713623,-73.99753,1560.0,Travel and Transportation,SecondMarket,New York
641,Go-To Bus,40.717834,-74.001363,1682.0,Bus Station,SecondMarket,New York
642,MTA Bus - M103 Bowery & Bayard,40.714897,-73.996315,1744.0,Bus Station,SecondMarket,New York
643,Lucky Star Bus,40.716324,-73.995411,1866.0,Bus Station,SecondMarket,New York
644,General BUS Oriental Pearl travel,40.716225,-73.995058,1919.0,Bus Station,SecondMarket,New York
645,m22 At Madison And Rutgers,40.712702,-73.991733,1941.0,Bus Station,SecondMarket,New York
646,China Town Bus,40.714036,-73.992265,1942.0,Bus Station,SecondMarket,New York
647,M15,40.714036,-73.992265,1957.0,Bus Station,SecondMarket,New York
648,Focus Travel Agency,40.714036,-73.992265,1959.0,Travel Agency,SecondMarket,New York
649,Atlanta Tours,40.713775,-73.99195,1982.0,Travel and Transportation,SecondMarket,New York
650,Go Bus,40.716714,-73.994946,1985.0,Bus Station,SecondMarket,New York
651,Double Happyness Travel,40.713782,-73.991688,2001.0,Travel Agency,SecondMarket,New York
652,Harmonius Grand Bus Station,40.713782,-73.991688,2001.0,Bus Station,SecondMarket,New York
653,United Bus and Travel,40.713727,-73.99173,2001.0,Bus Station,SecondMarket,New York
654,Tiger Travel Bus,40.715123,-73.991959,2023.0,Travel Agency,SecondMarket,New York
655,Panda NY Bus,40.71537,-73.992798,2032.0,Bus Station,SecondMarket,New York
656,Sky Horse Bus,40.715121,-73.992046,2034.0,Travel and Transportation,SecondMarket,New York
657,Coach 88 Bus Stop,40.71764,-73.99459,2053.0,Bus Station,SecondMarket,New York
658,Ming An,40.715123,-73.991959,2058.0,Public Transportation,SecondMarket,New York
659,Tigerbus,40.715176,-73.992005,2058.0,Bus Station,SecondMarket,New York
660,152 Bus Station,40.714131,-73.990742,2088.0,Bus Station,SecondMarket,New York
661,MTA - M22 Madison St & Clinton St,40.712572,-73.988585,2207.0,Bus Station,SecondMarket,New York
662,M15 Bus,40.717287,-73.991695,2212.0,Bus Station,SecondMarket,New York
663,Long Lucky Bus,40.720121,-73.9946,2232.0,Bus Station,SecondMarket,New York
664,M21 Stop - Spring & Greenwich,40.725829,-74.008838,2291.0,Bus Station,SecondMarket,New York
665,M21 Bus Stop - Spring & Hudson,40.725611,-74.006953,2293.0,Travel and Transportation,SecondMarket,New York
666,MTA E Train Shuttle Bus,40.69389,-73.98746,2506.0,Bus Station,SecondMarket,New York
667,MTA Bus - M11,40.707007,-74.016689,9691.0,Bus Stop,SecondMarket,New York
668,Union Station Tours,39.753154,-105.000152,1096.0,Rail Station,Stratavia,Denver
669,17th and California Denver,39.746033,-104.990369,68.0,Bus Station,Stratavia,Denver
670,Rtd Stop,39.747078,-104.992627,151.0,Bus Station,Stratavia,Denver
671,RTD stop,39.748494,-104.992701,286.0,Bus Station,Stratavia,Denver
672,15th and Stout rtd stop,39.744995,-104.994693,306.0,Bus Station,Stratavia,Denver
673,RTD Stop,39.747338,-104.994436,313.0,Bus Station,Stratavia,Denver
674,Ruiz Park-Champa & 15th,39.745987,-104.995273,364.0,Travel and Transportation,Stratavia,Denver
675,RTD Bus Stop,39.744055,-104.987907,381.0,Bus Station,Stratavia,Denver
676,RTD Bus Stop,39.744055,-104.987907,442.0,Bus Station,Stratavia,Denver
677,Frex 19th & Arapahoe,39.750512,-104.991561,469.0,Bus Station,Stratavia,Denver
678,Denver Bus Center,39.750767,-104.990997,505.0,Bus Station,Stratavia,Denver
679,RTD stop#17717,39.749598,-104.996255,561.0,Bus Station,Stratavia,Denver
680,RTD-Market Street Station Gate 4,39.750444,-104.996162,623.0,Bus Station,Stratavia,Denver
681,17th & Larimer,39.750124,-104.996733,641.0,Business and Professional Services,Stratavia,Denver
682,RTD Bus Stop,39.741419,-104.987737,648.0,Bus Station,Stratavia,Denver
683,RTD Colfax and Broadway,39.740817,-104.987114,670.0,Bus Station,Stratavia,Denver
684,16th & Market St,39.746151,-104.992958,733.0,Transport Hub,Stratavia,Denver
685,RTD 120X Market Street Bus Station Gate 9,39.750503,-104.998376,743.0,Bus Station,Stratavia,Denver
686,RTD Civic Center Station,39.74098,-104.986637,822.0,Public Transportation,Stratavia,Denver
687,Bustang Stop,39.738783,-104.987567,884.0,Bus Station,Stratavia,Denver
688,RTD Bus Stop Z,39.743097,-105.002632,1036.0,Bus Station,Stratavia,Denver
689,Bus Station,39.753154,-105.000152,1080.0,Bus Station,Stratavia,Denver
690,Rtd- Broadway & 13th South Bound,39.736619,-104.987115,1101.0,Bus Station,Stratavia,Denver
691,RTD Bus Stop,39.751091,-105.002521,1104.0,Bus Station,Stratavia,Denver
692,Union Station Bus Terminal,39.754021,-105.001282,1241.0,Bus Station,Stratavia,Denver
693,Wewatta Pavillion,39.754021,-105.001282,1243.0,Bus Station,Stratavia,Denver
694,RTD - Colfax and Kalamath,39.740531,-105.003909,1277.0,Bus Station,Stratavia,Denver
695,Gate B8,39.754666,-105.001594,1296.0,Bus Station,Stratavia,Denver
696,RTD Stop,39.755495,-105.001732,1344.0,Bus Station,Stratavia,Denver
697,Chestnut Pavilion,39.754991,-105.002477,1364.0,Bus Station,Stratavia,Denver
698,RTD Bus Stop 17th and Downing,39.743502,-104.975031,1423.0,Bus Station,Stratavia,Denver
699,RTD 11th and Broadway,39.733479,-104.98769,1452.0,Bus Station,Stratavia,Denver
700,Rtd Colfax Ave & Clarkson St,39.739743,-104.976133,1477.0,Bus Station,Stratavia,Denver
701,RTD,39.759529,-104.994323,1513.0,Bus Station,Stratavia,Denver
702,Rtd 7th & Auraria,39.745273,-105.009283,1556.0,Bus Station,Stratavia,Denver
703,Rtd Stop,39.730789,-104.985842,1796.0,Bus Station,Stratavia,Denver
704,RTD Stop,39.729899,-104.987164,1866.0,Bus Station,Stratavia,Denver
705,RTD - 8th and Broadway,39.729275,-104.987156,1890.0,Bus Station,Stratavia,Denver
706,RTD 11th and Corona,39.733512,-104.973832,2039.0,Bus Station,Stratavia,Denver
707,RTD Operations Center,39.767134,-104.987822,2332.0,Bus Station,Stratavia,Denver
708,Basketball Court Graanmarkt,50.853073,4.341971,1488.0,Basketball Court,Getyoo,Brussels
709,Salle De Sports,50.83594,4.369504,1677.0,Basketball Court,Getyoo,Brussels
710,Nieuwe Graanmarkt / Place du Nouveau Marché aux Grains (Nieuwe Graanmarkt),50.850786,4.344398,1210.0,Plaza,Getyoo,Brussels
711,Berry Basketball Courts,37.77208,-122.397686,857.0,Arts and Entertainment,Samasource,San Francisco
712,Soma Rec Center,37.778838,-122.406328,399.0,Basketball Court,Samasource,San Francisco
713,NBA Nation,37.759168,-122.412335,2372.0,Basketball Court,Samasource,San Francisco
714,Basketball Court,37.781084,-122.414131,1104.0,Stadium,Samasource,San Francisco
715,Mission Creek Park,37.770963,-122.398624,966.0,Playground,Samasource,San Francisco
716,Chase Center Stadium,37.767924,-122.387478,1765.0,Stadium,Samasource,San Francisco
717,Equinox Sports Club San Francisco,37.786373,-122.404335,884.0,Pilates Studio,Samasource,San Francisco
718,United Club,37.767832,-122.387401,1779.0,Stadium,Samasource,San Francisco
719,Fitzroy Court,51.522756,-0.14009,1334.0,Dentist,Seedcamp,London
720,Tabard Gardens - Basketball Court,51.514811,-0.174869,2317.0,Basketball Court,Seedcamp,London
721,Argyle Square Public Basketball Court,51.529063,-0.122972,2417.0,Park,Seedcamp,London
722,Lisson Grove - Basketball Court,51.525673,-0.168182,2460.0,Basketball Court,Seedcamp,London
723,Ultimate Hoops,44.975924,-93.268902,398.0,Basketball Court,Idea Shower,Minneapolis
724,Treasure Island VIP Terrace,44.979539,-93.276238,887.0,Basketball Court,Idea Shower,Minneapolis
725,Ultimate Hoops,44.979512,-93.276079,949.0,Basketball Court,Idea Shower,Minneapolis
726,Loring Park Basketball Courts,44.970722,-93.280219,1447.0,Basketball Court,Idea Shower,Minneapolis
727,Target Center,44.979539,-93.276238,949.0,Stadium,Idea Shower,Minneapolis
728,Target Center,44.97953,-93.27599,919.0,Stadium,Idea Shower,Minneapolis
729,Backcourt Club,44.979539,-93.276238,891.0,Stadium,Idea Shower,Minneapolis
730,Berry Basketball Courts,37.77208,-122.397686,2125.0,Arts and Entertainment,Pageflakes,San Francisco
731,NBA Nation,37.759168,-122.412335,221.0,Basketball Court,Pageflakes,San Francisco
732,Dolores Park Basketball Courts,37.761189,-122.427791,1195.0,Arts and Entertainment,Pageflakes,San Francisco
733,Bernal Heights Recreation Center,37.73832,-122.416193,2212.0,Basketball Court,Pageflakes,San Francisco
734,Soma Rec Center,37.778838,-122.406328,2435.0,Basketball Court,Pageflakes,San Francisco
735,Jose Coronado Playground,37.757714,-122.415116,78.0,Playground,Pageflakes,San Francisco
736,Mission Dolores Park,37.759655,-122.426912,1111.0,Playground,Pageflakes,San Francisco
737,Upper Noe Recreation Center,37.742637,-122.428557,2105.0,Recreation Center,Pageflakes,San Francisco
738,Mission Creek Park,37.770963,-122.398624,2451.0,Playground,Pageflakes,San Francisco
739,Noe Court Playground,37.751165,-122.438376,2241.0,Playground,Pageflakes,San Francisco
740,Pigalle Duperré,48.882154,2.335587,1500.0,Basketball Court,Netvibes,Paris
741,Playground Rue Hélène,48.884716,2.324832,2226.0,Basketball Court,Netvibes,Paris
742,Gymnase de la Fontaine au Roi,48.869612,2.37866,2373.0,Gym and Studio,Netvibes,Paris
743,La Grange aux Belles,48.8759,2.36699,1584.0,Housing Development,Netvibes,Paris
744,Sports Hall,52.194432,0.121074,724.0,Basketball Court,Moviestorm,Cambridge
745,Basketball City,40.709975,-73.984905,2401.0,Arts and Entertainment,SecondMarket,New York
746,Hudson River Park Basketball Court,40.718816,-74.012838,1480.0,Basketball Court,SecondMarket,New York
747,Basketball Courts,40.725597,-74.011405,2245.0,Basketball Court,SecondMarket,New York
748,Chrystie St Co.,40.718687,-73.993801,2713.0,General Contractor,SecondMarket,New York
749,Lehman High School Gym,40.705655,-74.014889,184.0,Basketball Court,SecondMarket,New York
750,15 William Basketball Court,40.705455,-74.010343,219.0,Basketball Court,SecondMarket,New York
751,45 Wall Basketball Court,40.706223,-74.00985,252.0,Basketball Court,SecondMarket,New York
752,British Basketball Association US Headquarters,40.710421,-74.010191,605.0,Arts and Entertainment,SecondMarket,New York
753,Sugar NYC,40.70934,-74.006308,699.0,Basketball Court,SecondMarket,New York
754,Grand Canal Court,40.72243,-74.004906,1981.0,Park,SecondMarket,New York
755,Peter Aquilone Court,40.693279,-73.992104,2221.0,Basketball Court,SecondMarket,New York
756,Nelson A. Rockefeller Park,40.71776,-74.015939,1375.0,Park,SecondMarket,New York
757,Alfred E Smith Recreation Center,40.710458,-73.996925,1395.0,Recreation Center,SecondMarket,New York
758,William Beaver House,40.705402,-74.010297,235.0,Event Space,SecondMarket,New York
759,Asphalt Green,40.715957,-74.014819,1189.0,Gym and Studio,SecondMarket,New York
760,Nike,40.723346,-73.999005,2299.0,Clothing Store,SecondMarket,New York
761,DeSalvio Playground,40.721752,-73.996105,2294.0,Playground,SecondMarket,New York
762,Pace University Campus Gym,40.711574,-74.00548,933.0,College Gym,SecondMarket,New York
763,50 Murray Steet,40.713837,-74.009498,927.0,Residential Building,SecondMarket,New York
764,St Francis College - Pope Physical Center,40.693627,-74.001148,1636.0,College Basketball Court,SecondMarket,New York
765,Brooklyn Bridge Park - Pier 2,40.699646,-73.997896,1413.0,Pier,SecondMarket,New York
766,Ball Arena,39.748756,-105.007524,1430.0,Music Venue,Stratavia,Denver
767,The Windsor,39.750775,-104.995743,596.0,Office Building,Stratavia,Denver
768,Auraria Events Center,39.745156,-105.005775,1107.0,Music Venue,Stratavia,Denver
769,Starbucks,50.83564,4.355028,792.0,Coffee Shop,Getyoo,Brussels
770,Starbucks,50.847043,4.351955,877.0,Coffee Shop,Getyoo,Brussels
771,Starbucks,50.836847,4.336615,757.0,Coffee Shop,Getyoo,Brussels
772,Starbucks,50.845494,4.356847,957.0,Coffee Shop,Getyoo,Brussels
773,Starbucks,50.855605,4.358696,1937.0,Coffee Shop,Getyoo,Brussels
774,Starbucks,50.859805,4.360595,2433.0,Coffee Shop,Getyoo,Brussels
775,Starbucks Grand Place Brussels,50.846817,4.352334,864.0,Coffee Shop,Getyoo,Brussels
776,Starbucks Belgium,50.845556,4.356944,961.0,Coffee Shop,Getyoo,Brussels
777,Starbucks Belgium,50.860464,4.359488,2453.0,Coffee Shop,Getyoo,Brussels
778,Starbucks @ Renaissance Hotel,50.837968,4.371759,1788.0,Coffee Shop,Getyoo,Brussels
779,Starbucks Rogier,50.855446,4.358646,1920.0,Coffee Shop,Getyoo,Brussels
780,Starbucks,37.783998,-122.407206,765.0,Coffee Shop,Samasource,San Francisco
781,Starbucks,37.788398,-122.393628,1253.0,Coffee Shop,Samasource,San Francisco
782,Starbucks,37.767121,-122.393738,1473.0,Coffee Shop,Samasource,San Francisco
783,Starbucks,37.789098,-122.408438,1270.0,Coffee Shop,Samasource,San Francisco
784,Starbucks,37.777222,-122.41935,1559.0,Coffee Shop,Samasource,San Francisco
785,Starbucks,37.771253,-122.38925,1394.0,Coffee Shop,Samasource,San Francisco
786,Starbucks,37.793812,-122.396743,1706.0,Coffee Shop,Samasource,San Francisco
787,Starbucks,37.786145,-122.405612,866.0,Coffee Shop,Samasource,San Francisco
788,Starbucks,37.786805,-122.407228,1118.0,Coffee Shop,Samasource,San Francisco
789,Starbucks,37.785916,-122.421011,1940.0,Coffee Shop,Samasource,San Francisco
790,Starbucks,37.789293,-122.406729,1233.0,Coffee Shop,Samasource,San Francisco
791,Starbucks,37.766862,-122.409564,1505.0,Coffee Shop,Samasource,San Francisco
792,Starbucks,37.794601,-122.402669,1737.0,Coffee Shop,Samasource,San Francisco
793,Starbucks,37.784199,-122.404135,613.0,Coffee Shop,Samasource,San Francisco
794,Starbucks,37.770294,-122.403435,977.0,Coffee Shop,Samasource,San Francisco
795,Starbucks,37.787664,-122.401113,991.0,Coffee Shop,Samasource,San Francisco
796,Starbucks,37.787194,-122.410692,1193.0,Coffee Shop,Samasource,San Francisco
797,Starbucks,37.789534,-122.401869,1178.0,Coffee Shop,Samasource,San Francisco
798,Starbucks,37.765796,-122.403409,1464.0,Coffee Shop,Samasource,San Francisco
799,Starbucks,37.790448,-122.405722,1317.0,Coffee Shop,Samasource,San Francisco
800,Starbucks,37.790693,-122.403801,1328.0,Coffee Shop,Samasource,San Francisco
801,Starbucks,37.777088,-122.417264,1377.0,Coffee Shop,Samasource,San Francisco
802,Starbucks,37.793596,-122.394436,1764.0,Coffee Shop,Samasource,San Francisco
803,Starbucks,37.792975,-122.404294,1474.0,Coffee Shop,Samasource,San Francisco
804,Starbucks,37.762898,-122.410549,1944.0,Coffee Shop,Samasource,San Francisco
805,Starbucks,37.79309,-122.399784,1573.0,Coffee Shop,Samasource,San Francisco
806,Starbucks,37.797015,-122.398007,2040.0,Coffee Shop,Samasource,San Francisco
807,Starbucks,37.79509,-122.400547,1793.0,Coffee Shop,Samasource,San Francisco
808,Starbucks,37.790246,-122.422055,2176.0,Coffee Shop,Samasource,San Francisco
809,Starbucks,37.788625,-122.422318,2085.0,Coffee Shop,Samasource,San Francisco
810,Starbucks Reserve,37.791487,-122.395101,1513.0,Coffee Shop,Samasource,San Francisco
811,Starbucks,37.784981,-122.39988,686.0,Coffee Shop,Samasource,San Francisco
812,Starbucks,37.776836,-122.394023,724.0,Coffee Shop,Samasource,San Francisco
813,Starbucks,37.78934,-122.397555,1209.0,Coffee Shop,Samasource,San Francisco
814,Starbucks,37.79209,-122.403676,1464.0,Coffee Shop,Samasource,San Francisco
815,Starbucks,37.792028,-122.398287,1481.0,Coffee Shop,Samasource,San Francisco
816,Starbucks,37.791233,-122.392003,1609.0,Coffee Shop,Samasource,San Francisco
817,Starbucks Truck,37.790766,-122.397281,1374.0,Coffee Shop,Samasource,San Francisco
818,Starbucks Regional Office,37.792599,-122.394664,3220.0,Dining and Drinking,Samasource,San Francisco
819,Starbucks,38.082027,-122.19364,1123.0,Coffee Shop,Echo,San francisco
820,Starbucks,38.065828,-122.165215,2141.0,Coffee Shop,Echo,San francisco
821,Starbucks,38.084426,-122.210335,2337.0,Coffee Shop,Echo,San francisco
822,Starbucks,51.510355,-0.1392,200.0,Coffee Shop,Seedcamp,London
823,Starbucks,51.507283,-0.14244,384.0,Coffee Shop,Seedcamp,London
824,Starbucks,51.514765,-0.150258,719.0,Coffee Shop,Seedcamp,London
825,Starbucks,51.516025,-0.144089,596.0,Coffee Shop,Seedcamp,London
826,Starbucks,51.512795,-0.13323,624.0,Coffee Shop,Seedcamp,London
827,Starbucks,51.517606,-0.14267,738.0,Coffee Shop,Seedcamp,London
828,Starbucks,51.512244,-0.121751,1407.0,Coffee Shop,Seedcamp,London
829,Starbucks,51.516658,-0.129233,1078.0,Coffee Shop,Seedcamp,London
830,Starbucks,51.51388,-0.149514,610.0,Coffee Shop,Seedcamp,London
831,Starbucks,51.521696,-0.157131,1586.0,Coffee Shop,Seedcamp,London
832,Starbucks,51.499107,-0.135596,1392.0,Coffee Shop,Seedcamp,London
833,Starbucks,51.521461,-0.143533,1173.0,Coffee Shop,Seedcamp,London
834,Starbucks,51.518167,-0.125843,1382.0,Coffee Shop,Seedcamp,London
835,Starbucks,51.502156,-0.117629,1947.0,Coffee Shop,Seedcamp,London
836,Starbucks,51.498155,-0.132786,1547.0,Coffee Shop,Seedcamp,London
837,Starbucks,51.520625,-0.134698,1201.0,Coffee Shop,Seedcamp,London
838,Starbucks,51.524302,-0.138234,1522.0,Coffee Shop,Seedcamp,London
839,Starbucks,51.494362,-0.146901,1875.0,Coffee Shop,Seedcamp,London
840,Starbucks,51.514722,-0.126655,1126.0,Coffee Shop,Seedcamp,London
841,Starbucks,51.492549,-0.148642,2097.0,Coffee Shop,Seedcamp,London
842,Starbucks,51.501276,-0.161106,1621.0,Coffee Shop,Seedcamp,London
843,Starbucks,51.514575,-0.143871,440.0,Coffee Shop,Seedcamp,London
844,Starbucks,51.503994,-0.109461,2367.0,Coffee Shop,Seedcamp,London
845,Starbucks,51.525281,-0.139287,1600.0,Coffee Shop,Seedcamp,London
846,Starbucks,51.523856,-0.123299,1934.0,Coffee Shop,Seedcamp,London
847,Starbucks,51.516089,-0.176475,2458.0,Coffee Shop,Seedcamp,London
848,Starbucks,51.518927,-0.168981,2075.0,Coffee Shop,Seedcamp,London
849,Starbucks,51.503653,-0.113331,2132.0,Coffee Shop,Seedcamp,London
850,Starbucks,51.518523,-0.112254,2218.0,Coffee Shop,Seedcamp,London
851,Starbucks,44.983877,-93.267179,738.0,Coffee Shop,Idea Shower,Minneapolis
852,Starbucks,44.97724,-93.268757,364.0,Coffee Shop,Idea Shower,Minneapolis
853,Starbucks,44.977069,-93.257968,503.0,Coffee Shop,Idea Shower,Minneapolis
854,Starbucks,44.974933,-93.274119,813.0,Coffee Shop,Idea Shower,Minneapolis
855,Starbucks,44.973379,-93.236147,716.0,Coffee Shop,Idea Shower,Minneapolis
856,Starbucks,44.973856,-93.275693,1005.0,Coffee Shop,Idea Shower,Minneapolis
857,Starbucks,44.981324,-93.235363,2318.0,Coffee Shop,Idea Shower,Minneapolis
858,Starbucks,44.974545,-93.233544,2442.0,Coffee Shop,Idea Shower,Minneapolis
859,Starbucks,44.974032,-93.264635,384.0,Coffee Shop,Idea Shower,Minneapolis
860,Starbucks,44.975957,-93.272227,641.0,Coffee Shop,Idea Shower,Minneapolis
861,Starbucks,44.975788,-93.272195,644.0,Coffee Shop,Idea Shower,Minneapolis
862,Starbucks,37.766862,-122.409564,1075.0,Coffee Shop,Pageflakes,San Francisco
863,Starbucks,37.762898,-122.410549,648.0,Coffee Shop,Pageflakes,San Francisco
864,Starbucks,37.767121,-122.393738,2089.0,Coffee Shop,Pageflakes,San Francisco
865,Starbucks,37.761006,-122.434724,1777.0,Coffee Shop,Pageflakes,San Francisco
866,Starbucks,37.777222,-122.41935,2163.0,Coffee Shop,Pageflakes,San Francisco
867,Starbucks,37.765796,-122.403409,1311.0,Coffee Shop,Pageflakes,San Francisco
868,Starbucks,37.770294,-122.403435,1676.0,Coffee Shop,Pageflakes,San Francisco
869,Starbucks,37.769066,-122.427755,1713.0,Coffee Shop,Pageflakes,San Francisco
870,Starbucks,37.777088,-122.417264,2121.0,Coffee Shop,Pageflakes,San Francisco
871,Starbucks,48.870900584026614,2.3470133543014526,26.0,Coffee Shop,Netvibes,Paris
872,Starbucks,48.872904,2.334625,911.0,Coffee Shop,Netvibes,Paris
873,Starbucks,48.8672,2.3471923,402.0,Coffee Shop,Netvibes,Paris
874,Starbucks,48.86721,2.334012,1007.0,Coffee Shop,Netvibes,Paris
875,Starbucks,48.863455,2.334145,1221.0,Coffee Shop,Netvibes,Paris
876,Starbucks,48.876138,2.344503,617.0,Coffee Shop,Netvibes,Paris
877,Starbucks,48.872006,2.340706,456.0,Coffee Shop,Netvibes,Paris
878,Starbucks,48.876963,2.359546,1162.0,Coffee Shop,Netvibes,Paris
879,Starbucks,48.86201,2.349615,1006.0,Coffee Shop,Netvibes,Paris
880,Starbucks,48.858899,2.348159,1333.0,Coffee Shop,Netvibes,Paris
881,Starbucks,48.862768,2.334675,1253.0,Coffee Shop,Netvibes,Paris
882,Starbucks,48.87022,2.327576,1401.0,Coffee Shop,Netvibes,Paris
883,Starbucks,48.870874,2.332195,1058.0,Coffee Shop,Netvibes,Paris
884,Starbucks,48.886828,2.34066,1846.0,Coffee Shop,Netvibes,Paris
885,Starbucks,48.856828,2.354903,1667.0,Coffee Shop,Netvibes,Paris
886,Starbucks,48.883487,2.332178,1745.0,Coffee Shop,Netvibes,Paris
887,Starbucks,48.860409,2.350451,1181.0,Coffee Shop,Netvibes,Paris
888,Starbucks,48.875294,2.323682,1758.0,Coffee Shop,Netvibes,Paris
889,Starbucks,48.850988,2.342588,2239.0,Coffee Shop,Netvibes,Paris
890,Starbucks,48.876330632737925,2.326714396476745,1583.0,Coffee Shop,Netvibes,Paris
891,Starbucks,48.879948,2.356539,1245.0,Coffee Shop,Netvibes,Paris
892,Starbucks,48.861069,2.335796,1344.0,Coffee Shop,Netvibes,Paris
893,Starbucks,48.855385,2.360995,1984.0,Coffee Shop,Netvibes,Paris
894,Starbucks Coffee Haussmann,48.874705,2.321259,1920.0,Coffee Shop,Netvibes,Paris
895,Starbucks,48.86157,2.34673,1026.0,Coffee Shop,Netvibes,Paris
896,Starbucks Petits Carreaux,48.867034,2.347156,424.0,Bakery,Netvibes,Paris
897,Starbucks Place de la République (Place de la République),48.867285,2.364171,1337.0,Plaza,Netvibes,Paris
898,Starbucks Capucines,48.870683,2.333622,954.0,Café,Netvibes,Paris
899,Starbucks Forum des Halles,48.861509,2.346644,1033.0,Restaurant,Netvibes,Paris
900,Starbucks Rue de l'echelle,48.863455,2.334145,1227.0,Bar,Netvibes,Paris
901,Starbucks Coffee Capucines,48.868407,2.329919,1253.0,Fast Food Restaurant,Netvibes,Paris
902,Starbucks Coffee Sébastopol,48.858899,2.348159,1327.0,Fast Food Restaurant,Netvibes,Paris
903,Starbucks Gare du Nord,48.881991,2.353131,1329.0,Restaurant,Netvibes,Paris
904,Starbucks Coffee Place de Clichy,48.877165,2.33084,1356.0,Café,Netvibes,Paris
905,Starbucks Saint Lazare Paris,48.875663,2.326057,1601.0,Bar,Netvibes,Paris
906,Starbucks Coffee Pepinière,48.87537,2.32361,1760.0,Bar,Netvibes,Paris
907,Starbucks Saint Paul,48.85541,2.36097,2004.0,Fast Food Restaurant,Netvibes,Paris
908,Starbucks Coffee St Michel Seine,48.85196,2.3438,2104.0,Fast Food Restaurant,Netvibes,Paris
909,Starbucks Saint-Michel Seine,48.851959,2.343693,2105.0,Café,Netvibes,Paris
910,Starbucks Saint-Michel Cluny,48.850883,2.342697,2233.0,Fast Food Restaurant,Netvibes,Paris
911,Starbucks,52.201313,0.125282,560.0,Coffee Shop,Moviestorm,Cambridge
912,Starbucks,52.204183,0.121879,944.0,Coffee Shop,Moviestorm,Cambridge
913,Starbucks,52.206873,0.131356,1043.0,Coffee Shop,Moviestorm,Cambridge
914,Starbucks,52.199333,0.157445,1840.0,Coffee Shop,Moviestorm,Cambridge
915,Starbucks,33.671888,-117.84586,1297.0,Coffee Shop,Kareo,Irvine
916,Starbucks,33.671355,-117.864713,779.0,Coffee Shop,Kareo,Irvine
917,Starbucks,33.687,-117.855409,1215.0,Coffee Shop,Kareo,Irvine
918,Starbucks,33.668079,-117.88331,2460.0,Coffee Shop,Kareo,Irvine
